SNAP,1211108,1345,DAILY,2.00,0.1350,0.1035,220,602.00,598.00,6776500,6688500,1688500
SNAP,1211109,1345,DAILY,2.00,0.1350,0.1035,220,611.00,598.00,6974500,6688500,1688500
SNAP,1211110,1345,DAILY,2.00,0.1350,0.1035,220,612.00,598.00,6996500,6688500,1688500
SNAP,1211111,1345,DAILY,2.00,0.1350,0.1035,220,606.00,598.00,6864500,6688500,1688500
SNAP,1211112,1345,DAILY,2.00,0.1350,0.1035,220,604.00,598.00,6820500,6688500,1688500
SNAP,1211115,1345,DAILY,2.00,0.1350,0.1035,220,608.00,598.00,6908500,6688500,1688500
SNAP,1211116,1345,DAILY,2.00,0.1350,0.1035,220,610.00,598.00,6952500,6688500,1688500
SNAP,1211117,1345,DAILY,2.00,0.1350,0.1035,220,610.00,598.00,6952500,6688500,1688500
SNAP,1211118,1345,DAILY,2.00,0.1350,0.1035,220,613.00,598.00,7018500,6688500,1688500
REBAL,1211119,1345,UP,2.00,0.1350,0.1035,228,622.00,598.00,7216500,7216500,2216500
SNAP,1211119,1345,DAILY,2.00,0.1350,0.1035,0,618.00,0.00,7216500,7216500,2216500
SNAP,1211122,1345,DAILY,2.00,0.1350,0.1035,228,615.00,618.00,7148100,7216500,2216500
SNAP,1211123,1345,DAILY,2.00,0.1350,0.1035,228,612.00,618.00,7079700,7216500,2216500
SNAP,1211124,1345,DAILY,2.00,0.1350,0.1035,228,603.00,618.00,6874500,7216500,2216500
SNAP,1211125,1345,DAILY,2.00,0.1350,0.1035,228,603.00,618.00,6874500,7216500,2216500
SNAP,1211126,1345,DAILY,2.00,0.1350,0.1035,228,596.00,618.00,6714900,7216500,2216500
REBAL,1211129,1345,EXTRA,2.00,0.1350,0.1035,225,594.00,618.00,6669300,6669300,1669300
SNAP,1211129,1345,DAILY,2.00,0.1350,0.1035,0,593.00,0.00,6669300,6669300,1669300
SNAP,1211130,1345,DAILY,2.00,0.1350,0.1035,225,596.00,597.00,6646800,6669300,1669300
SNAP,1211201,1345,DAILY,2.00,0.1350,0.1035,225,600.00,597.00,6736800,6669300,1669300
SNAP,1211202,1345,DAILY,2.00,0.1350,0.1035,225,615.00,597.00,7074300,6669300,1669300
REBAL,1211203,1345,EXTRA,2.00,0.1350,0.1035,230,614.00,597.00,7051800,7051800,2051800
SNAP,1211203,1345,DAILY,2.00,0.1350,0.1035,0,608.00,0.00,7051800,7051800,2051800
SNAP,1211206,1345,DAILY,2.00,0.1350,0.1035,230,600.00,603.00,6982800,7051800,2051800
SNAP,1211207,1345,DAILY,2.00,0.1350,0.1035,230,607.00,603.00,7143800,7051800,2051800
SNAP,1211208,1345,DAILY,2.00,0.1350,0.1035,230,602.00,603.00,7028800,7051800,2051800
SNAP,1211209,1345,DAILY,2.00,0.1350,0.1035,230,608.00,603.00,7166800,7051800,2051800
